장르,예매액,예매수,총티켓판매수,취소수,예매액비중,가격대,year,month,shcate
뮤지컬,10515,212,192,20,0.6,5만원이상~7만원미만,2016,11,GGGA
뮤지컬,1890,30,27,3,0.1,7만원이상~10만원미만,2016,11,GGGA
뮤지컬,0,0,0,0,0.0,10만원이상~15만원미만,2016,11,GGGA
뮤지컬,455,35,35,0,0.1,15만원이상,2016,11,GGGA
연극,0,19333,15518,3815,36.8,0원,2016,11,AAAA
연극,325405,26798,23954,2844,56.8,3만원미만,2016,11,AAAA
연극,84906,4799,2528,2271,6.0,3만원이상~5만원미만,2016,11,AAAA
연극,8030,1775,152,1623,0.4,5만원이상~7만원미만,2016,11,AAAA
연극,0,0,0,0,0.0,7만원이상~10만원미만,2016,11,AAAA
연극,0,0,0,0,0.0,10만원이상~15만원미만,2016,11,AAAA
연극,714,1,1,0,0.0,15만원이상,2016,11,AAAA
대중음악,0,1942,1412,530,29.2,0원,2016,12,CCCD
대중음악,28752,1906,1625,281,33.6,3만원미만,2016,12,CCCD
대중음악,31128,1107,801,306,16.6,3만원이상~5만원미만,2016,12,CCCD
대중음악,52397,1538,912,626,18.9,5만원이상~7만원미만,2016,12,CCCD
대중음악,6266,137,78,59,1.6,7만원이상~10만원미만,2016,12,CCCD
대중음악,880,14,7,7,0.1,10만원이상~15만원미만,2016,12,CCCD
대중음악,0,0,0,0,0.0,15만원이상,2016,12,CCCD
뮤지컬,0,25979,20852,5127,31.2,0원,2016,12,GGGA
뮤지컬,540082,46543,40074,6469,60.0,3만원미만,2016,12,GGGA
뮤지컬,108947,3544,2972,572,4.5,3만원이상~5만원미만,2016,12,GGGA
뮤지컬,101297,3173,1862,1311,2.8,5만원이상~7만원미만,2016,12,GGGA
뮤지컬,59835,1100,760,340,1.1,7만원이상~10만원미만,2016,12,GGGA
뮤지컬,24472,596,235,361,0.4,10만원이상~15만원미만,2016,12,GGGA
뮤지컬,1148,62,62,0,0.1,15만원이상,2016,12,GGGA
연극,0,28006,23884,4122,37.5,0원,2016,12,AAAA
연극,427945,30793,26318,4475,41.3,3만원미만,2016,12,AAAA
연극,410826,15250,11267,3983,17.7,3만원이상~5만원미만,2016,12,AAAA
연극,105910,3406,1926,1480,3.0,5만원이상~7만원미만,2016,12,AAAA
연극,21140,610,302,308,0.5,7만원이상~10만원미만,2016,12,AAAA
연극,0,0,0,0,0.0,10만원이상~15만원미만,2016,12,AAAA
연극,0,0,0,0,0.0,15만원이상,2016,12,AAAA
대중음악,0,0,0,0,0.0,0원,2017,1,CCCD
대중음악,4474,500,409,91,4.3,3만원미만,2017,1,CCCD
대중음악,726,31,22,9,0.2,3만원이상~5만원미만,2017,1,CCCD
대중음악,15510,317,282,35,3.0,5만원이상~7만원미만,2017,1,CCCD
대중음악,849380,9227,8581,646,90.8,7만원이상~10만원미만,2017,1,CCCD
대중음악,18408,227,153,74,1.6,10만원이상~15만원미만,2017,1,CCCD
대중음악,0,0,0,0,0.0,15만원이상,2017,1,CCCD
뮤지컬,0,110681,51991,58690,49.8,0원,2017,1,GGGA
뮤지컬,347196,24227,20304,3923,19.4,3만원미만,2017,1,GGGA
뮤지컬,393604,14293,10378,3915,9.9,3만원이상~5만원미만,2017,1,GGGA
뮤지컬,398402,8502,6460,2042,6.2,5만원이상~7만원미만,2017,1,GGGA
뮤지컬,711500,11333,8372,2961,8.0,7만원이상~10만원미만,2017,1,GGGA
뮤지컬,787258,13352,6634,6718,6.4,10만원이상~15만원미만,2017,1,GGGA
뮤지컬,52560,470,350,120,0.3,15만원이상,2017,1,GGGA
연극,0,47697,33785,13912,41.0,0원,2017,1,AAAA
연극,619276,43926,37520,6406,45.5,3만원미만,2017,1,AAAA
연극,348498,13304,9494,3810,11.5,3만원이상~5만원미만,2017,1,AAAA
연극,62745,1836,1166,670,1.4,5만원이상~7만원미만,2017,1,AAAA
연극,32802,736,466,270,0.6,7만원이상~10만원미만,2017,1,AAAA
연극,1300,13,13,0,0.0,10만원이상~15만원미만,2017,1,AAAA
연극,9500,3,3,0,0.0,15만원이상,2017,1,AAAA
대중음악,0,573,359,214,12.1,0원,2017,2,CCCD
대중음악,18971,1076,856,220,28.8,3만원미만,2017,2,CCCD
대중음악,2437,113,70,43,2.4,3만원이상~5만원미만,2017,2,CCCD
대중음악,13997,545,217,328,7.3,5만원이상~7만원미만,2017,2,CCCD
대중음악,82501,1433,941,492,31.7,7만원이상~10만원미만,2017,2,CCCD
대중음악,66563,980,496,484,16.7,10만원이상~15만원미만,2017,2,CCCD
대중음악,4466,36,29,7,1.0,15만원이상,2017,2,CCCD
뮤지컬,0,83099,45956,37143,25.7,0원,2017,2,GGGA
뮤지컬,643172,43849,36861,6988,20.6,3만원미만,2017,2,GGGA
뮤지컬,1587301,54391,40532,13859,22.7,3만원이상~5만원미만,2017,2,GGGA
뮤지컬,1077948,24991,18281,6710,10.2,5만원이상~7만원미만,2017,2,GGGA
뮤지컬,1929970,34994,22440,12554,12.6,7만원이상~10만원미만,2017,2,GGGA
뮤지컬,1632922,22500,14441,8059,8.1,10만원이상~15만원미만,2017,2,GGGA
뮤지컬,39870,300,129,171,0.1,15만원이상,2017,2,GGGA
연극,0,41008,29859,11149,38.5,0원,2017,2,AAAA
연극,651571,54007,41783,12224,53.9,3만원미만,2017,2,AAAA
연극,139160,5440,3931,1509,5.1,3만원이상~5만원미만,2017,2,AAAA
연극,80378,1723,1451,272,1.9,5만원이상~7만원미만,2017,2,AAAA
연극,33137,564,429,135,0.6,7만원이상~10만원미만,2017,2,AAAA
연극,620,9,9,0,0.0,10만원이상~15만원미만,2017,2,AAAA
연극,3090,23,18,5,0.0,15만원이상,2017,2,AAAA
대중음악,0,102,72,30,5.5,0원,2017,3,CCCD
대중음악,10121,587,465,122,35.3,3만원미만,2017,3,CCCD
대중음악,713,20,16,4,1.2,3만원이상~5만원미만,2017,3,CCCD
대중음악,3304,89,51,38,3.9,5만원이상~7만원미만,2017,3,CCCD
대중음악,54978,1050,714,336,54.2,7만원이상~10만원미만,2017,3,CCCD
대중음악,0,10,0,10,0.0,10만원이상~15만원미만,2017,3,CCCD
대중음악,0,0,0,0,0.0,15만원이상,2017,3,CCCD
뮤지컬,0,61981,42971,19010,28.1,0원,2017,3,GGGA
뮤지컬,658882,45861,39957,5904,26.1,3만원미만,2017,3,GGGA
뮤지컬,1309889,44027,32635,11392,21.3,3만원이상~5만원미만,2017,3,GGGA
뮤지컬,784759,18448,13273,5175,8.7,5만원이상~7만원미만,2017,3,GGGA
뮤지컬,1174329,20629,14472,6157,9.5,7만원이상~10만원미만,2017,3,GGGA
뮤지컬,1212580,15075,9791,5284,6.4,10만원이상~15만원미만,2017,3,GGGA
뮤지컬,32704,4,4,0,0.0,15만원이상,2017,3,GGGA
연극,0,36661,25158,11503,40.0,0원,2017,3,AAAA
연극,452182,37377,31433,5944,50.0,3만원미만,2017,3,AAAA
연극,186231,7457,5333,2124,8.5,3만원이상~5만원미만,2017,3,AAAA
연극,50809,1201,984,217,1.6,5만원이상~7만원미만,2017,3,AAAA
연극,0,0,0,0,0.0,7만원이상~10만원미만,2017,3,AAAA
연극,600,6,6,0,0.0,10만원이상~15만원미만,2017,3,AAAA
연극,1000,1,1,0,0.0,15만원이상,2017,3,AAAA
대중음악,0,90,89,1,4.9,0원,2017,4,CCCD
대중음악,15938,1347,1029,318,56.2,3만원미만,2017,4,CCCD
대중음악,868,29,23,6,1.3,3만원이상~5만원미만,2017,4,CCCD
대중음악,4228,90,84,6,4.6,5만원이상~7만원미만,2017,4,CCCD
대중음악,39360,670,501,169,27.4,7만원이상~10만원미만,2017,4,CCCD
대중음악,11748,137,105,32,5.7,10만원이상~15만원미만,2017,4,CCCD
대중음악,0,0,0,0,0.0,15만원이상,2017,4,CCCD
뮤지컬,0,61534,43497,18037,28.4,0원,2017,4,GGGA
뮤지컬,1126517,72185,59306,12879,38.8,3만원미만,2017,4,GGGA
뮤지컬,1204147,42065,31019,11046,20.3,3만원이상~5만원미만,2017,4,GGGA
뮤지컬,571062,13984,9390,4594,6.1,5만원이상~7만원미만,2017,4,GGGA
뮤지컬,551719,9970,6874,3096,4.5,7만원이상~10만원미만,2017,4,GGGA
뮤지컬,350851,4319,2971,1348,1.9,10만원이상~15만원미만,2017,4,GGGA
뮤지컬,0,0,0,0,0.0,15만원이상,2017,4,GGGA
연극,0,44946,22088,22858,29.9,0원,2017,4,AAAA
연극,561018,53224,43812,9412,59.2,3만원미만,2017,4,AAAA
연극,243616,9939,6977,2962,9.4,3만원이상~5만원미만,2017,4,AAAA
연극,57152,1419,1102,317,1.5,5만원이상~7만원미만,2017,4,AAAA
연극,0,0,0,0,0.0,7만원이상~10만원미만,2017,4,AAAA
연극,735,15,15,0,0.0,10만원이상~15만원미만,2017,4,AAAA
연극,11580,10,10,0,0.0,15만원이상,2017,4,AAAA
대중음악,0,139,138,1,0.7,0원,2017,5,CCCD
대중음악,17064,1164,1034,130,5.3,3만원미만,2017,5,CCCD
대중음악,226309,5829,5722,107,29.4,3만원이상~5만원미만,2017,5,CCCD
대중음악,507854,11031,9821,1210,50.5,5만원이상~7만원미만,2017,5,CCCD
대중음악,194933,2745,2342,403,12.0,7만원이상~10만원미만,2017,5,CCCD
대중음악,38240,548,338,210,1.7,10만원이상~15만원미만,2017,5,CCCD
대중음악,14540,77,60,17,0.3,15만원이상,2017,5,CCCD
뮤지컬,0,92826,67877,24949,37.4,0원,2017,5,GGGA
뮤지컬,1268279,86399,71196,15203,39.2,3만원미만,2017,5,GGGA
뮤지컬,876021,31382,23199,8183,12.8,3만원이상~5만원미만,2017,5,GGGA
뮤지컬,425879,9654,7007,2647,3.9,5만원이상~7만원미만,2017,5,GGGA
뮤지컬,457301,8100,5516,2584,3.0,7만원이상~10만원미만,2017,5,GGGA
뮤지컬,778805,9984,6684,3300,3.7,10만원이상~15만원미만,2017,5,GGGA
뮤지컬,0,0,0,0,0.0,15만원이상,2017,5,GGGA
연극,0,60179,31076,29103,37.3,0원,2017,5,AAAA
연극,597150,51795,44966,6829,54.0,3만원미만,2017,5,AAAA
연극,181702,7067,5228,1839,6.3,3만원이상~5만원미만,2017,5,AAAA
연극,92004,2477,1770,707,2.1,5만원이상~7만원미만,2017,5,AAAA
연극,20594,1134,281,853,0.3,7만원이상~10만원미만,2017,5,AAAA
연극,100,1,1,0,0.0,10만원이상~15만원미만,2017,5,AAAA
연극,11000,14,14,0,0.0,15만원이상,2017,5,AAAA
대중음악,0,1629,1061,568,17.6,0원,2017,6,CCCD
대중음악,10124,739,628,111,10.4,3만원미만,2017,6,CCCD
대중음악,19061,553,509,44,8.4,3만원이상~5만원미만,2017,6,CCCD
대중음악,71053,1726,1175,551,19.4,5만원이상~7만원미만,2017,6,CCCD
대중음악,144575,2742,1804,938,29.8,7만원이상~10만원미만,2017,6,CCCD
대중음악,58888,900,569,331,9.4,10만원이상~15만원미만,2017,6,CCCD
대중음악,50881,503,301,202,5.0,15만원이상,2017,6,CCCD
뮤지컬,0,88673,50296,38377,33.8,0원,2017,6,GGGA
뮤지컬,603052,48630,38683,9947,26.0,3만원미만,2017,6,GGGA
뮤지컬,664429,23159,17047,6112,11.4,3만원이상~5만원미만,2017,6,GGGA
뮤지컬,506491,12192,8613,3579,5.8,5만원이상~7만원미만,2017,6,GGGA
뮤지컬,1275416,21389,14639,6750,9.8,7만원이상~10만원미만,2017,6,GGGA
뮤지컬,2307357,30014,19403,10611,13.0,10만원이상~15만원미만,2017,6,GGGA
뮤지컬,60230,492,356,136,0.2,15만원이상,2017,6,GGGA
연극,0,52994,30707,22287,40.2,0원,2017,6,AAAA
연극,551218,43188,36973,6215,48.4,3만원미만,2017,6,AAAA
연극,286514,11857,7612,4245,10.0,3만원이상~5만원미만,2017,6,AAAA
연극,56997,1738,1093,645,1.4,5만원이상~7만원미만,2017,6,AAAA
연극,1680,1653,24,1629,0.0,7만원이상~10만원미만,2017,6,AAAA
연극,1500,15,15,0,0.0,10만원이상~15만원미만,2017,6,AAAA
연극,863,3,3,0,0.0,15만원이상,2017,6,AAAA
대중음악,0,3299,2595,704,10.9,0원,2017,7,CCCD
대중음악,11893,935,815,120,3.4,3만원미만,2017,7,CCCD
대중음악,41790,1632,1215,417,5.1,3만원이상~5만원미만,2017,7,CCCD
대중음악,64066,1444,1078,366,4.5,5만원이상~7만원미만,2017,7,CCCD
대중음악,1018796,14699,12069,2630,50.7,7만원이상~10만원미만,2017,7,CCCD
대중음악,698612,8005,5787,2218,24.3,10만원이상~15만원미만,2017,7,CCCD
대중음악,50210,364,253,111,1.1,15만원이상,2017,7,CCCD
뮤지컬,0,149479,83238,66241,35.0,0원,2017,7,GGGA
뮤지컬,977746,68019,57653,10366,24.2,3만원미만,2017,7,GGGA
뮤지컬,1345336,45579,34412,11167,14.5,3만원이상~5만원미만,2017,7,GGGA
뮤지컬,791166,19920,13517,6403,5.7,5만원이상~7만원미만,2017,7,GGGA
뮤지컬,1760952,28128,20978,7150,8.8,7만원이상~10만원미만,2017,7,GGGA
뮤지컬,3373182,39881,27635,12246,11.6,10만원이상~15만원미만,2017,7,GGGA
뮤지컬,136868,529,382,147,0.2,15만원이상,2017,7,GGGA
연극,0,74392,35589,38803,39.9,0원,2017,7,AAAA
연극,571897,49818,41551,8267,46.6,3만원미만,2017,7,AAAA
연극,332479,12728,9077,3651,10.2,3만원이상~5만원미만,2017,7,AAAA
연극,156202,4564,2927,1637,3.3,5만원이상~7만원미만,2017,7,AAAA
연극,220,15,15,0,0.0,7만원이상~10만원미만,2017,7,AAAA
연극,963,40,36,4,0.0,10만원이상~15만원미만,2017,7,AAAA
연극,14184,22,21,1,0.0,15만원이상,2017,7,AAAA
대중음악,0,853,219,634,1.6,0원,2017,8,CCCD
대중음악,12424,1506,1184,322,8.6,3만원미만,2017,8,CCCD
대중음악,8990,311,264,47,1.9,3만원이상~5만원미만,2017,8,CCCD
대중음악,171802,3927,3092,835,22.4,5만원이상~7만원미만,2017,8,CCCD
대중음악,154681,2736,1825,911,13.2,7만원이상~10만원미만,2017,8,CCCD
대중음악,847569,9860,7215,2645,52.2,10만원이상~15만원미만,2017,8,CCCD
대중음악,2736,28,16,12,0.1,15만원이상,2017,8,CCCD
뮤지컬,0,153561,65332,88229,32.7,0원,2017,8,GGGA
뮤지컬,1091948,72067,60956,11111,30.5,3만원미만,2017,8,GGGA
뮤지컬,1356474,47119,36349,10770,18.2,3만원이상~5만원미만,2017,8,GGGA
뮤지컬,618263,14867,10573,4294,5.3,5만원이상~7만원미만,2017,8,GGGA
뮤지컬,1404701,23513,16729,6784,8.4,7만원이상~10만원미만,2017,8,GGGA
뮤지컬,1133585,13473,9328,4145,4.7,10만원이상~15만원미만,2017,8,GGGA
뮤지컬,66900,580,446,134,0.2,15만원이상,2017,8,GGGA
연극,0,96556,45354,51202,49.9,0원,2017,8,AAAA
연극,629600,49660,40934,8726,45.1,3만원미만,2017,8,AAAA
연극,151409,6079,4344,1735,4.8,3만원이상~5만원미만,2017,8,AAAA
연극,9439,296,189,107,0.2,5만원이상~7만원미만,2017,8,AAAA
연극,160,6,4,2,0.0,7만원이상~10만원미만,2017,8,AAAA
연극,0,0,0,0,0.0,10만원이상~15만원미만,2017,8,AAAA
연극,2150,12,12,0,0.0,15만원이상,2017,8,AAAA
대중음악,0,6305,4965,1340,19.4,0원,2017,9,CCCD
대중음악,108851,15018,12476,2542,48.9,3만원미만,2017,9,CCCD
대중음악,25277,941,672,269,2.6,3만원이상~5만원미만,2017,9,CCCD
대중음악,166153,4274,2900,1374,11.4,5만원이상~7만원미만,2017,9,CCCD
대중음악,138731,2816,1762,1054,6.9,7만원이상~10만원미만,2017,9,CCCD
대중음악,295243,4087,2590,1497,10.1,10만원이상~15만원미만,2017,9,CCCD
대중음악,33270,217,177,40,0.7,15만원이상,2017,9,CCCD
뮤지컬,0,50845,26754,24091,20.9,0원,2017,9,GGGA
뮤지컬,610296,43210,36022,7188,28.1,3만원미만,2017,9,GGGA
뮤지컬,1291961,46872,36100,10772,28.1,3만원이상~5만원미만,2017,9,GGGA
뮤지컬,368662,9239,6295,2944,4.9,5만원이상~7만원미만,2017,9,GGGA
뮤지컬,1386442,22715,15458,7257,12.1,7만원이상~10만원미만,2017,9,GGGA
뮤지컬,537948,6472,4509,1963,3.5,10만원이상~15만원미만,2017,9,GGGA
뮤지컬,482968,4199,3195,1004,2.5,15만원이상,2017,9,GGGA
연극,0,46764,23930,22834,42.0,0원,2017,9,AAAA
연극,406532,34053,28469,5584,49.9,3만원미만,2017,9,AAAA
연극,147175,5708,4248,1460,7.5,3만원이상~5만원미만,2017,9,AAAA
연극,16922,428,333,95,0.6,5만원이상~7만원미만,2017,9,AAAA
연극,1830,41,29,12,0.1,7만원이상~10만원미만,2017,9,AAAA
연극,600,7,6,1,0.0,10만원이상~15만원미만,2017,9,AAAA
연극,12100,20,14,6,0.0,15만원이상,2017,9,AAAA
대중음악,0,6808,5959,849,8.1,0원,2017,10,CCCD
대중음악,630582,64934,50965,13969,68.9,3만원미만,2017,10,CCCD
대중음악,242301,7437,6265,1172,8.5,3만원이상~5만원미만,2017,10,CCCD
대중음악,336166,7969,6510,1459,8.8,5만원이상~7만원미만,2017,10,CCCD
대중음악,230213,4152,2670,1482,3.6,7만원이상~10만원미만,2017,10,CCCD
대중음악,189721,3513,1602,1911,2.2,10만원이상~15만원미만,2017,10,CCCD
대중음악,19281,21,14,7,0.0,15만원이상,2017,10,CCCD
뮤지컬,0,46231,29013,17218,28.9,0원,2017,10,GGGA
뮤지컬,327389,22248,19080,3168,19.0,3만원미만,2017,10,GGGA
뮤지컬,901495,32856,24595,8261,24.5,3만원이상~5만원미만,2017,10,GGGA
뮤지컬,501687,11273,8503,2770,8.5,5만원이상~7만원미만,2017,10,GGGA
뮤지컬,1374052,22055,14989,7066,14.9,7만원이상~10만원미만,2017,10,GGGA
뮤지컬,202169,2332,1708,624,1.7,10만원이상~15만원미만,2017,10,GGGA
뮤지컬,374445,3085,2491,594,2.5,15만원이상,2017,10,GGGA
연극,0,50335,29485,20850,44.8,0원,2017,10,AAAA
연극,449234,36046,30684,5362,46.6,3만원미만,2017,10,AAAA
연극,182613,7351,5122,2229,7.8,3만원이상~5만원미만,2017,10,AAAA
연극,26281,623,490,133,0.7,5만원이상~7만원미만,2017,10,AAAA
연극,2870,52,41,11,0.1,7만원이상~10만원미만,2017,10,AAAA
연극,744,14,14,0,0.0,10만원이상~15만원미만,2017,10,AAAA
연극,18000,25,24,1,0.0,15만원이상,2017,10,AAAA
대중음악,0,14859,12880,1979,44.7,0원,2017,11,CCCD
대중음악,70767,6090,4895,1195,17.0,3만원미만,2017,11,CCCD
대중음악,74285,2803,1679,1124,5.8,3만원이상~5만원미만,2017,11,CCCD
대중음악,43600,1037,742,295,2.6,5만원이상~7만원미만,2017,11,CCCD
대중음악,61886,1664,796,868,2.8,7만원이상~10만원미만,2017,11,CCCD
대중음악,459591,3932,3345,587,11.6,10만원이상~15만원미만,2017,11,CCCD
대중음악,737055,4589,4467,122,15.5,15만원이상,2017,11,CCCD
뮤지컬,0,31080,21835,9245,28.4,0원,2017,11,GGGA
뮤지컬,459612,29903,24958,4945,32.4,3만원미만,2017,11,GGGA
뮤지컬,566496,19976,14512,5464,18.9,3만원이상~5만원미만,2017,11,GGGA
뮤지컬,327036,8697,5692,3005,7.4,5만원이상~7만원미만,2017,11,GGGA
뮤지컬,640004,10432,7246,3186,9.4,7만원이상~10만원미만,2017,11,GGGA
뮤지컬,299419,3700,2549,1151,3.3,10만원이상~15만원미만,2017,11,GGGA
뮤지컬,27000,258,180,78,0.2,15만원이상,2017,11,GGGA
연극,0,60684,33609,27075,43.2,0원,2017,11,AAAA
연극,520158,42306,36085,6221,46.4,3만원미만,2017,11,AAAA
연극,210528,7523,5818,1705,7.5,3만원이상~5만원미만,2017,11,AAAA
연극,112179,2199,1952,247,2.5,5만원이상~7만원미만,2017,11,AAAA
연극,24784,403,339,64,0.4,7만원이상~10만원미만,2017,11,AAAA
연극,1200,12,12,0,0.0,10만원이상~15만원미만,2017,11,AAAA
연극,7436,28,28,0,0.0,15만원이상,2017,11,AAAA
대중음악,0,7443,6684,759,20.8,0원,2017,12,CCCD
대중음악,32669,4108,3367,741,10.5,3만원미만,2017,12,CCCD
대중음악,42952,1730,1141,589,3.6,3만원이상~5만원미만,2017,12,CCCD
대중음악,180653,4056,2995,1061,9.3,5만원이상~7만원미만,2017,12,CCCD
대중음악,654862,10076,6917,3159,21.5,7만원이상~10만원미만,2017,12,CCCD
대중음악,836127,7569,6181,1388,19.2,10만원이상~15만원미만,2017,12,CCCD
대중음악,848905,5238,4858,380,15.1,15만원이상,2017,12,CCCD
뮤지컬,0,72301,41035,31266,24.1,0원,2017,12,GGGA
뮤지컬,1055277,70279,60400,9879,35.5,3만원미만,2017,12,GGGA
뮤지컬,1031440,35284,27293,7991,16.0,3만원이상~5만원미만,2017,12,GGGA
뮤지컬,592880,14830,10279,4551,6.0,5만원이상~7만원미만,2017,12,GGGA
뮤지컬,1083622,19090,12619,6471,7.4,7만원이상~10만원미만,2017,12,GGGA
뮤지컬,2239068,40911,18365,22546,10.8,10만원이상~15만원미만,2017,12,GGGA
뮤지컬,48759,280,240,40,0.1,15만원이상,2017,12,GGGA
연극,0,69436,30925,38511,40.7,0원,2017,12,AAAA
연극,539222,44188,37283,6905,49.1,3만원미만,2017,12,AAAA
연극,215207,7976,6195,1781,8.2,3만원이상~5만원미만,2017,12,AAAA
연극,79609,1854,1476,378,1.9,5만원이상~7만원미만,2017,12,AAAA
연극,3866,72,60,12,0.1,7만원이상~10만원미만,2017,12,AAAA
연극,1240,25,25,0,0.0,10만원이상~15만원미만,2017,12,AAAA
연극,1780,18,17,1,0.0,15만원이상,2017,12,AAAA
대중음악,0,6209,5060,1149,29.5,0원,2018,1,CCCD
대중음악,25673,3118,2711,407,15.8,3만원미만,2018,1,CCCD
대중음악,43361,1321,999,322,5.8,3만원이상~5만원미만,2018,1,CCCD
대중음악,25300,784,424,360,2.5,5만원이상~7만원미만,2018,1,CCCD
대중음악,766407,11604,7847,3757,45.7,7만원이상~10만원미만,2018,1,CCCD
대중음악,13447,152,107,45,0.6,10만원이상~15만원미만,2018,1,CCCD
대중음악,3264,33,17,16,0.1,15만원이상,2018,1,CCCD
뮤지컬,0,91261,51139,40122,34.8,0원,2018,1,GGGA
뮤지컬,669739,47368,38990,8378,26.6,3만원미만,2018,1,GGGA
뮤지컬,846797,27577,21604,5973,14.7,3만원이상~5만원미만,2018,1,GGGA
뮤지컬,586135,13798,10074,3724,6.9,5만원이상~7만원미만,2018,1,GGGA
뮤지컬,1434522,25222,16275,8947,11.1,7만원이상~10만원미만,2018,1,GGGA
뮤지컬,991803,27011,8519,18492,5.8,10만원이상~15만원미만,2018,1,GGGA
뮤지컬,56241,381,241,140,0.2,15만원이상,2018,1,GGGA
연극,0,44022,24572,19450,48.7,0원,2018,1,AAAA
연극,342161,26927,22865,4062,45.3,3만원미만,2018,1,AAAA
연극,81165,3432,2490,942,4.9,3만원이상~5만원미만,2018,1,AAAA
연극,29110,773,580,193,1.2,5만원이상~7만원미만,2018,1,AAAA
연극,75,5,5,0,0.0,7만원이상~10만원미만,2018,1,AAAA
연극,0,0,0,0,0.0,10만원이상~15만원미만,2018,1,AAAA
연극,0,0,0,0,0.0,15만원이상,2018,1,AAAA
대중음악,0,2602,2238,364,13.6,0원,2018,2,CCCD
대중음악,32679,2765,2070,695,12.6,3만원미만,2018,2,CCCD
대중음악,3765,123,86,37,0.5,3만원이상~5만원미만,2018,2,CCCD
대중음악,18226,404,272,132,1.7,5만원이상~7만원미만,2018,2,CCCD
대중음악,550359,8152,6293,1859,38.2,7만원이상~10만원미만,2018,2,CCCD
대중음악,609061,7746,5530,2216,33.5,10만원이상~15만원미만,2018,2,CCCD
대중음악,0,2,0,2,0.0,15만원이상,2018,2,CCCD
뮤지컬,0,68404,21315,47089,21.4,0원,2018,2,GGGA
뮤지컬,482954,32377,26417,5960,26.5,3만원미만,2018,2,GGGA
뮤지컬,501547,16412,13209,3203,13.3,3만원이상~5만원미만,2018,2,GGGA
뮤지컬,386098,8285,6600,1685,6.6,5만원이상~7만원미만,2018,2,GGGA
뮤지컬,2113164,31404,23554,7850,23.6,7만원이상~10만원미만,2018,2,GGGA
뮤지컬,982133,12920,8136,4784,8.2,10만원이상~15만원미만,2018,2,GGGA
뮤지컬,66673,712,435,277,0.4,15만원이상,2018,2,GGGA
연극,0,51110,27653,23457,47.5,0원,2018,2,AAAA
연극,417577,31681,26443,5238,45.4,3만원미만,2018,2,AAAA
연극,114354,4798,3384,1414,5.8,3만원이상~5만원미만,2018,2,AAAA
연극,40208,1122,787,335,1.4,5만원이상~7만원미만,2018,2,AAAA
연극,0,0,0,0,0.0,7만원이상~10만원미만,2018,2,AAAA
연극,0,0,0,0,0.0,10만원이상~15만원미만,2018,2,AAAA
연극,0,0,0,0,0.0,15만원이상,2018,2,AAAA
대중음악,0,1716,1649,67,18.1,0원,2018,3,CCCD
대중음악,39515,3340,2801,539,30.7,3만원미만,2018,3,CCCD
대중음악,85375,2943,2315,628,25.3,3만원이상~5만원미만,2018,3,CCCD
대중음악,29044,574,486,88,5.3,5만원이상~7만원미만,2018,3,CCCD
대중음악,127267,2572,1697,875,18.6,7만원이상~10만원미만,2018,3,CCCD
대중음악,20570,284,187,97,2.1,10만원이상~15만원미만,2018,3,CCCD
대중음악,0,0,0,0,0.0,15만원이상,2018,3,CCCD
뮤지컬,0,91838,37755,54083,27.7,0원,2018,3,GGGA
뮤지컬,532076,33257,27667,5590,20.3,3만원미만,2018,3,GGGA
뮤지컬,659984,23847,17869,5978,13.1,3만원이상~5만원미만,2018,3,GGGA
뮤지컬,471546,10455,8128,2327,6.0,5만원이상~7만원미만,2018,3,GGGA
뮤지컬,2285019,35451,26995,8456,19.8,7만원이상~10만원미만,2018,3,GGGA
뮤지컬,2104944,27313,17707,9606,13.0,10만원이상~15만원미만,2018,3,GGGA
뮤지컬,55273,225,153,72,0.1,15만원이상,2018,3,GGGA
연극,0,51618,26928,24690,46.4,0원,2018,3,AAAA
연극,410732,34035,28608,5427,49.3,3만원미만,2018,3,AAAA
연극,71871,3067,2076,991,3.6,3만원이상~5만원미만,2018,3,AAAA
연극,23335,639,459,180,0.8,5만원이상~7만원미만,2018,3,AAAA
연극,0,0,0,0,0.0,7만원이상~10만원미만,2018,3,AAAA
연극,0,0,0,0,0.0,10만원이상~15만원미만,2018,3,AAAA
연극,2300,3,3,0,0.0,15만원이상,2018,3,AAAA
대중음악,0,585,261,324,2.6,0원,2018,4,CCCD
대중음악,24434,2300,1814,486,17.8,3만원미만,2018,4,CCCD
대중음악,9139,294,211,83,2.1,3만원이상~5만원미만,2018,4,CCCD
대중음악,10343,275,175,100,1.7,5만원이상~7만원미만,2018,4,CCCD
대중음악,71506,1520,813,707,8.0,7만원이상~10만원미만,2018,4,CCCD
대중음악,619616,7868,4687,3181,45.9,10만원이상~15만원미만,2018,4,CCCD
대중음악,371085,3078,2249,829,22.0,15만원이상,2018,4,CCCD
뮤지컬,0,68227,33248,34979,25.4,0원,2018,4,GGGA
뮤지컬,779117,51192,40177,11015,30.7,3만원미만,2018,4,GGGA
뮤지컬,756951,29120,20959,8161,16.0,3만원이상~5만원미만,2018,4,GGGA
뮤지컬,459761,12084,7988,4096,6.1,5만원이상~7만원미만,2018,4,GGGA
뮤지컬,1598777,25277,18241,7036,14.0,7만원이상~10만원미만,2018,4,GGGA
뮤지컬,1147799,16538,10063,6475,7.7,10만원이상~15만원미만,2018,4,GGGA
뮤지컬,258320,66,29,37,0.0,15만원이상,2018,4,GGGA
