장르,예매액,예매수,총티켓판매수,취소수,예매액비중,가격대,year,month,shcate
연극,0,41259,20339,20920,43.7,0원,2018,4,AAAA
연극,312422,27538,23461,4077,50.4,3만원미만,2018,4,AAAA
연극,83906,3490,2439,1051,5.2,3만원이상~5만원미만,2018,4,AAAA
연극,15926,391,287,104,0.6,5만원이상~7만원미만,2018,4,AAAA
연극,0,0,0,0,0.0,7만원이상~10만원미만,2018,4,AAAA
연극,200,2,2,0,0.0,10만원이상~15만원미만,2018,4,AAAA
연극,0,0,0,0,0.0,15만원이상,2018,4,AAAA
대중음악,0,1875,927,948,6.7,0원,2018,5,CCCD
대중음악,7678,685,525,160,3.8,3만원미만,2018,5,CCCD
대중음악,274421,7123,6297,826,45.4,3만원이상~5만원미만,2018,5,CCCD
대중음악,111562,2619,1940,679,14.0,5만원이상~7만원미만,2018,5,CCCD
대중음악,323353,4641,3676,965,26.5,7만원이상~10만원미만,2018,5,CCCD
대중음악,24028,367,208,159,1.5,10만원이상~15만원미만,2018,5,CCCD
대중음악,66735,414,293,121,2.1,15만원이상,2018,5,CCCD
뮤지컬,0,52550,38157,14393,31.0,0원,2018,5,GGGA
뮤지컬,679358,47513,37879,9634,30.8,3만원미만,2018,5,GGGA
뮤지컬,671545,25694,18184,7510,14.8,3만원이상~5만원미만,2018,5,GGGA
뮤지컬,326387,8011,5558,2453,4.5,5만원이상~7만원미만,2018,5,GGGA
뮤지컬,690125,11939,8345,3594,6.8,7만원이상~10만원미만,2018,5,GGGA
뮤지컬,1757070,24288,14770,9518,12.0,10만원이상~15만원미만,2018,5,GGGA
뮤지컬,57110,473,233,240,0.2,15만원이상,2018,5,GGGA
연극,0,54022,25758,28264,41.9,0원,2018,5,AAAA
연극,420247,39243,31988,7255,52.1,3만원미만,2018,5,AAAA
연극,82647,3337,2310,1027,3.8,3만원이상~5만원미만,2018,5,AAAA
연극,38377,903,673,230,1.1,5만원이상~7만원미만,2018,5,AAAA
연극,55216,902,690,212,1.1,7만원이상~10만원미만,2018,5,AAAA
연극,0,0,0,0,0.0,10만원이상~15만원미만,2018,5,AAAA
연극,4400,13,12,1,0.0,15만원이상,2018,5,AAAA
대중음악,0,1196,953,243,18.8,0원,2018,6,CCCD
대중음악,7928,800,627,173,12.4,3만원미만,2018,6,CCCD
대중음악,22194,887,552,335,10.9,3만원이상~5만원미만,2018,6,CCCD
대중음악,59442,1319,985,334,19.5,5만원이상~7만원미만,2018,6,CCCD
대중음악,121128,2042,1370,672,27.1,7만원이상~10만원미만,2018,6,CCCD
대중음악,70579,1148,571,577,11.3,10만원이상~15만원미만,2018,6,CCCD
대중음악,0,0,0,0,0.0,15만원이상,2018,6,CCCD
뮤지컬,0,60978,44778,16200,45.9,0원,2018,6,GGGA
뮤지컬,534291,34970,28713,6257,29.4,3만원미만,2018,6,GGGA
뮤지컬,582533,21395,15533,5862,15.9,3만원이상~5만원미만,2018,6,GGGA
뮤지컬,250387,7431,4312,3119,4.4,5만원이상~7만원미만,2018,6,GGGA
뮤지컬,166982,3106,1963,1143,2.0,7만원이상~10만원미만,2018,6,GGGA
뮤지컬,279439,5413,2332,3081,2.4,10만원이상~15만원미만,2018,6,GGGA
뮤지컬,4000,1,1,0,0.0,15만원이상,2018,6,GGGA
연극,0,44972,20956,24016,41.5,0원,2018,6,AAAA
연극,381067,33319,28773,4546,56.9,3만원미만,2018,6,AAAA
연극,25821,1133,763,370,1.5,3만원이상~5만원미만,2018,6,AAAA
연극,2754,91,54,37,0.1,5만원이상~7만원미만,2018,6,AAAA
연극,0,5,0,5,0.0,7만원이상~10만원미만,2018,6,AAAA
연극,0,0,0,0,0.0,10만원이상~15만원미만,2018,6,AAAA
연극,1500,4,4,0,0.0,15만원이상,2018,6,AAAA
대중음악,0,4794,3022,1772,15.7,0원,2018,7,CCCD
대중음악,33500,2128,1571,557,8.2,3만원미만,2018,7,CCCD
대중음악,45001,1776,1150,626,6.0,3만원이상~5만원미만,2018,7,CCCD
대중음악,348201,8706,6183,2523,32.2,5만원이상~7만원미만,2018,7,CCCD
대중음악,260631,4296,3066,1230,16.0,7만원이상~10만원미만,2018,7,CCCD
대중음악,424906,9515,3538,5977,18.4,10만원이상~15만원미만,2018,7,CCCD
대중음악,111723,1602,666,936,3.5,15만원이상,2018,7,CCCD
뮤지컬,0,93568,53996,39572,35.3,0원,2018,7,GGGA
뮤지컬,895114,59280,49615,9665,32.4,3만원미만,2018,7,GGGA
뮤지컬,1063845,38500,29145,9355,19.0,3만원이상~5만원미만,2018,7,GGGA
뮤지컬,435329,11498,7295,4203,4.8,5만원이상~7만원미만,2018,7,GGGA
뮤지컬,720441,11642,8673,2969,5.7,7만원이상~10만원미만,2018,7,GGGA
뮤지컬,528213,7197,4314,2883,2.8,10만원이상~15만원미만,2018,7,GGGA
뮤지컬,8000,2,2,0,0.0,15만원이상,2018,7,GGGA
연극,0,49181,20450,28731,43.7,0원,2018,7,AAAA
연극,319702,29697,25668,4029,54.8,3만원미만,2018,7,AAAA
연극,19976,1027,555,472,1.2,3만원이상~5만원미만,2018,7,AAAA
연극,8505,196,155,41,0.3,5만원이상~7만원미만,2018,7,AAAA
연극,0,0,0,0,0.0,7만원이상~10만원미만,2018,7,AAAA
연극,200,2,2,0,0.0,10만원이상~15만원미만,2018,7,AAAA
연극,600,3,2,1,0.0,15만원이상,2018,7,AAAA
대중음악,0,1467,1255,212,25.2,0원,2018,8,CCCD
대중음악,23144,1880,1520,360,30.6,3만원미만,2018,8,CCCD
대중음악,29949,1231,735,496,14.8,3만원이상~5만원미만,2018,8,CCCD
대중음악,18138,496,338,158,6.8,5만원이상~7만원미만,2018,8,CCCD
대중음악,92254,1823,1028,795,20.7,7만원이상~10만원미만,2018,8,CCCD
대중음악,12406,164,97,67,2.0,10만원이상~15만원미만,2018,8,CCCD
대중음악,880,5,3,2,0.1,15만원이상,2018,8,CCCD
뮤지컬,0,152852,74999,77853,41.8,0원,2018,8,GGGA
뮤지컬,683918,52712,42577,10135,23.7,3만원미만,2018,8,GGGA
뮤지컬,907856,36386,25732,10654,14.4,3만원이상~5만원미만,2018,8,GGGA
뮤지컬,775527,20318,12757,7561,7.1,5만원이상~7만원미만,2018,8,GGGA
뮤지컬,1474356,24062,17584,6478,9.8,7만원이상~10만원미만,2018,8,GGGA
뮤지컬,683086,12156,5671,6485,3.2,10만원이상~15만원미만,2018,8,GGGA
뮤지컬,7000,2,2,0,0.0,15만원이상,2018,8,GGGA
연극,0,52913,26521,26392,40.5,0원,2018,8,AAAA
연극,458615,40732,33755,6977,51.6,3만원미만,2018,8,AAAA
연극,158867,6897,4247,2650,6.5,3만원이상~5만원미만,2018,8,AAAA
연극,49080,1436,894,542,1.4,5만원이상~7만원미만,2018,8,AAAA
연극,0,0,0,0,0.0,7만원이상~10만원미만,2018,8,AAAA
연극,0,0,0,0,0.0,10만원이상~15만원미만,2018,8,AAAA
연극,0,0,0,0,0.0,15만원이상,2018,8,AAAA
대중음악,0,6324,4474,1850,17.8,0원,2018,9,CCCD
대중음악,11821,974,750,224,3.0,3만원미만,2018,9,CCCD
대중음악,317050,11134,7360,3774,29.3,3만원이상~5만원미만,2018,9,CCCD
대중음악,190035,4352,3487,865,13.9,5만원이상~7만원미만,2018,9,CCCD
대중음악,282135,6971,3115,3856,12.4,7만원이상~10만원미만,2018,9,CCCD
대중음악,494892,11800,4041,7759,16.1,10만원이상~15만원미만,2018,9,CCCD
대중음악,346524,3989,1911,2078,7.6,15만원이상,2018,9,CCCD
뮤지컬,0,79141,45628,33513,34.9,0원,2018,9,GGGA
뮤지컬,321956,29508,23923,5585,18.3,3만원미만,2018,9,GGGA
뮤지컬,805381,31963,21604,10359,16.5,3만원이상~5만원미만,2018,9,GGGA
뮤지컬,519704,13192,8392,4800,6.4,5만원이상~7만원미만,2018,9,GGGA
뮤지컬,2032740,33693,22889,10804,17.5,7만원이상~10만원미만,2018,9,GGGA
뮤지컬,979188,15481,8260,7221,6.3,10만원이상~15만원미만,2018,9,GGGA
뮤지컬,67130,9,9,0,0.0,15만원이상,2018,9,GGGA
연극,0,53179,27114,26065,33.5,0원,2018,9,AAAA
연극,525053,49003,37328,11675,46.1,3만원미만,2018,9,AAAA
연극,577336,20730,14334,6396,17.7,3만원이상~5만원미만,2018,9,AAAA
연극,115436,3238,2075,1163,2.6,5만원이상~7만원미만,2018,9,AAAA
연극,4080,86,51,35,0.1,7만원이상~10만원미만,2018,9,AAAA
연극,0,0,0,0,0.0,10만원이상~15만원미만,2018,9,AAAA
연극,1168,3,3,0,0.0,15만원이상,2018,9,AAAA
대중음악,0,4537,3939,598,15.1,0원,2018,10,CCCD
대중음악,82599,12439,8584,3855,32.9,3만원미만,2018,10,CCCD
대중음악,113358,3757,2911,846,11.2,3만원이상~5만원미만,2018,10,CCCD
대중음악,299749,7138,5626,1512,21.6,5만원이상~7만원미만,2018,10,CCCD
대중음악,337774,6265,3838,2427,14.7,7만원이상~10만원미만,2018,10,CCCD
대중음악,119584,1808,950,858,3.7,10만원이상~15만원미만,2018,10,CCCD
대중음악,33643,353,209,144,0.8,15만원이상,2018,10,CCCD
뮤지컬,0,76407,42760,33647,30.3,0원,2018,10,GGGA
뮤지컬,583135,38639,31711,6928,22.5,3만원미만,2018,10,GGGA
뮤지컬,1033897,40130,28829,11301,20.5,3만원이상~5만원미만,2018,10,GGGA
뮤지컬,739025,20085,12814,7271,9.1,5만원이상~7만원미만,2018,10,GGGA
뮤지컬,1054205,18942,12749,6193,9.0,7만원이상~10만원미만,2018,10,GGGA
뮤지컬,1484911,23023,12107,10916,8.6,10만원이상~15만원미만,2018,10,GGGA
뮤지컬,2000,7,1,6,0.0,15만원이상,2018,10,GGGA
연극,0,47737,22832,24905,34.4,0원,2018,10,AAAA
연극,466044,41903,32587,9316,49.1,3만원미만,2018,10,AAAA
연극,382188,14280,9745,4535,14.7,3만원이상~5만원미만,2018,10,AAAA
연극,57711,1595,1001,594,1.5,5만원이상~7만원미만,2018,10,AAAA
연극,12044,219,157,62,0.2,7만원이상~10만원미만,2018,10,AAAA
연극,400,4,4,0,0.0,10만원이상~15만원미만,2018,10,AAAA
연극,4150,11,11,0,0.0,15만원이상,2018,10,AAAA
대중음악,0,23782,21461,2321,51.3,0원,2018,11,CCCD
대중음악,23669,2273,1832,441,4.4,3만원미만,2018,11,CCCD
대중음악,90059,3283,2120,1163,5.1,3만원이상~5만원미만,2018,11,CCCD
대중음악,152985,3803,2526,1277,6.0,5만원이상~7만원미만,2018,11,CCCD
대중음악,477727,8230,5374,2856,12.9,7만원이상~10만원미만,2018,11,CCCD
대중음악,760265,7362,6269,1093,15.0,10만원이상~15만원미만,2018,11,CCCD
대중음악,347519,2444,2250,194,5.4,15만원이상,2018,11,CCCD
뮤지컬,0,91011,32132,58879,22.5,0원,2018,11,GGGA
뮤지컬,629872,42002,35397,6605,24.8,3만원미만,2018,11,GGGA
뮤지컬,1055639,36389,28431,7958,19.9,3만원이상~5만원미만,2018,11,GGGA
뮤지컬,862693,23141,15261,7880,10.7,5만원이상~7만원미만,2018,11,GGGA
뮤지컬,1125915,19040,13371,5669,9.4,7만원이상~10만원미만,2018,11,GGGA
뮤지컬,1879583,28156,16359,11797,11.5,10만원이상~15만원미만,2018,11,GGGA
뮤지컬,371260,2550,1637,913,1.2,15만원이상,2018,11,GGGA
연극,0,63354,31562,31792,39.9,0원,2018,11,AAAA
연극,495410,47634,37375,10259,47.2,3만원미만,2018,11,AAAA
연극,310818,11560,8251,3309,10.4,3만원이상~5만원미만,2018,11,AAAA
연극,92486,2314,1615,699,2.0,5만원이상~7만원미만,2018,11,AAAA
연극,23061,451,306,145,0.4,7만원이상~10만원미만,2018,11,AAAA
연극,300,3,3,0,0.0,10만원이상~15만원미만,2018,11,AAAA
연극,43017,14,13,1,0.0,15만원이상,2018,11,AAAA
대중음악,0,4305,3261,1044,10.1,0원,2018,12,CCCD
대중음악,82037,5225,4126,1099,12.8,3만원미만,2018,12,CCCD
대중음악,75647,2683,1977,706,6.1,3만원이상~5만원미만,2018,12,CCCD
대중음악,68011,1830,1198,632,3.7,5만원이상~7만원미만,2018,12,CCCD
대중음악,782979,13093,8580,4513,26.7,7만원이상~10만원미만,2018,12,CCCD
대중음악,900099,8806,7163,1643,22.3,10만원이상~15만원미만,2018,12,CCCD
대중음악,1008347,6882,5889,993,18.3,15만원이상,2018,12,CCCD
뮤지컬,0,133783,52120,81663,22.2,0원,2018,12,GGGA
뮤지컬,1223704,83981,70036,13945,29.9,3만원미만,2018,12,GGGA
뮤지컬,1814736,65835,49485,16350,21.1,3만원이상~5만원미만,2018,12,GGGA
뮤지컬,1206716,32299,21262,11037,9.1,5만원이상~7만원미만,2018,12,GGGA
뮤지컬,1525231,24339,17272,7067,7.4,7만원이상~10만원미만,2018,12,GGGA
뮤지컬,2562231,33463,22007,11456,9.4,10만원이상~15만원미만,2018,12,GGGA
뮤지컬,400819,3346,2177,1169,0.9,15만원이상,2018,12,GGGA
연극,0,96858,35412,61446,32.4,0원,2018,12,AAAA
연극,988268,78295,59742,18553,54.7,3만원미만,2018,12,AAAA
연극,381385,15670,10861,4809,10.0,3만원이상~5만원미만,2018,12,AAAA
연극,151586,5053,2998,2055,2.8,5만원이상~7만원미만,2018,12,AAAA
연극,11690,316,167,149,0.2,7만원이상~10만원미만,2018,12,AAAA
연극,310,3,3,0,0.0,10만원이상~15만원미만,2018,12,AAAA
연극,3040,11,10,1,0.0,15만원이상,2018,12,AAAA
대중음악,0,1683,1326,357,4.0,0원,2019,1,CCCD
대중음악,211451,19278,18719,559,56.1,3만원미만,2019,1,CCCD
대중음악,5014,178,143,35,0.4,3만원이상~5만원미만,2019,1,CCCD
대중음악,5868,130,96,34,0.3,5만원이상~7만원미만,2019,1,CCCD
대중음악,830203,11952,9227,2725,27.7,7만원이상~10만원미만,2019,1,CCCD
대중음악,216436,2074,1818,256,5.5,10만원이상~15만원미만,2019,1,CCCD
대중음악,309798,2677,2011,666,6.0,15만원이상,2019,1,CCCD
뮤지컬,0,108069,58725,49344,33.2,0원,2019,1,GGGA
뮤지컬,660238,45212,37606,7606,21.3,3만원미만,2019,1,GGGA
뮤지컬,1157932,41170,31852,9318,18.0,3만원이상~5만원미만,2019,1,GGGA
뮤지컬,800040,19957,13931,6026,7.9,5만원이상~7만원미만,2019,1,GGGA
뮤지컬,1415269,24086,16054,8032,9.1,7만원이상~10만원미만,2019,1,GGGA
뮤지컬,1836667,26409,15430,10979,8.7,10만원이상~15만원미만,2019,1,GGGA
뮤지컬,543823,4524,3207,1317,1.8,15만원이상,2019,1,GGGA
연극,0,46057,21765,24292,29.0,0원,2019,1,AAAA
연극,811309,66838,45219,21619,60.2,3만원미만,2019,1,AAAA
연극,213449,9863,6807,3056,9.1,3만원이상~5만원미만,2019,1,AAAA
연극,64414,1569,1247,322,1.7,5만원이상~7만원미만,2019,1,AAAA
연극,910,18,13,5,0.0,7만원이상~10만원미만,2019,1,AAAA
연극,0,0,0,0,0.0,10만원이상~15만원미만,2019,1,AAAA
연극,5250,13,12,1,0.0,15만원이상,2019,1,AAAA
대중음악,0,6179,5160,1019,16.0,0원,2019,2,CCCD
대중음악,52950,3256,2643,613,8.2,3만원미만,2019,2,CCCD
대중음악,13169,515,376,139,1.2,3만원이상~5만원미만,2019,2,CCCD
대중음악,50306,1687,836,851,2.6,5만원이상~7만원미만,2019,2,CCCD
대중음악,531060,9108,5582,3526,17.3,7만원이상~10만원미만,2019,2,CCCD
대중음악,2150080,22001,15980,6021,49.5,10만원이상~15만원미만,2019,2,CCCD
대중음악,268913,2061,1688,373,5.2,15만원이상,2019,2,CCCD
뮤지컬,0,67183,47718,19465,36.4,0원,2019,2,GGGA
뮤지컬,528524,32283,26362,5921,20.1,3만원미만,2019,2,GGGA
뮤지컬,773368,27288,20700,6588,15.8,3만원이상~5만원미만,2019,2,GGGA
뮤지컬,542881,14347,9346,5001,7.1,5만원이상~7만원미만,2019,2,GGGA
뮤지컬,628761,11769,7320,4449,5.6,7만원이상~10만원미만,2019,2,GGGA
뮤지컬,1860463,25234,15021,10213,11.5,10만원이상~15만원미만,2019,2,GGGA
뮤지컬,733375,6638,4484,2154,3.4,15만원이상,2019,2,GGGA
연극,0,38360,20504,17856,33.2,0원,2019,2,AAAA
연극,643541,55639,36993,18646,59.9,3만원미만,2019,2,AAAA
연극,93320,4205,2822,1383,4.6,3만원이상~5만원미만,2019,2,AAAA
연극,71615,1457,1155,302,1.9,5만원이상~7만원미만,2019,2,AAAA
연극,23562,381,306,75,0.5,7만원이상~10만원미만,2019,2,AAAA
연극,100,1,1,0,0.0,10만원이상~15만원미만,2019,2,AAAA
연극,1750,7,7,0,0.0,15만원이상,2019,2,AAAA
대중음악,0,3294,2960,334,19.2,0원,2019,3,CCCD
대중음악,86188,5272,4155,1117,27.0,3만원미만,2019,3,CCCD
대중음악,36307,1702,1072,630,7.0,3만원이상~5만원미만,2019,3,CCCD
대중음악,12214,270,193,77,1.3,5만원이상~7만원미만,2019,3,CCCD
대중음악,331248,5560,3898,1662,25.3,7만원이상~10만원미만,2019,3,CCCD
대중음악,352957,4467,3046,1421,19.8,10만원이상~15만원미만,2019,3,CCCD
대중음악,13650,114,91,23,0.6,15만원이상,2019,3,CCCD
뮤지컬,0,66559,40720,25839,24.5,0원,2019,3,GGGA
뮤지컬,685472,48844,37935,10909,22.8,3만원미만,2019,3,GGGA
뮤지컬,1306883,53220,35651,17569,21.4,3만원이상~5만원미만,2019,3,GGGA
뮤지컬,713700,19919,12514,7405,7.5,5만원이상~7만원미만,2019,3,GGGA
뮤지컬,2082375,46928,24039,22889,14.4,7만원이상~10만원미만,2019,3,GGGA
뮤지컬,1489696,21601,11869,9732,7.1,10만원이상~15만원미만,2019,3,GGGA
뮤지컬,888288,6620,3721,2899,2.2,15만원이상,2019,3,GGGA
연극,0,41175,21351,19824,32.1,0원,2019,3,AAAA
연극,466983,48360,32025,16335,48.1,3만원미만,2019,3,AAAA
연극,321192,12074,8487,3587,12.8,3만원이상~5만원미만,2019,3,AAAA
연극,183695,4936,3276,1660,4.9,5만원이상~7만원미만,2019,3,AAAA
연극,105772,1978,1436,542,2.2,7만원이상~10만원미만,2019,3,AAAA
연극,200,3,2,1,0.0,10만원이상~15만원미만,2019,3,AAAA
연극,2400,9,6,3,0.0,15만원이상,2019,3,AAAA
대중음악,0,3624,3211,413,8.1,0원,2019,4,CCCD
대중음악,103493,6349,5103,1246,12.9,3만원미만,2019,4,CCCD
대중음악,66099,2691,2029,662,5.1,3만원이상~5만원미만,2019,4,CCCD
대중음악,47790,1388,853,535,2.2,5만원이상~7만원미만,2019,4,CCCD
대중음악,974759,17214,10525,6689,26.7,7만원이상~10만원미만,2019,4,CCCD
대중음악,1787896,23573,15023,8550,38.1,10만원이상~15만원미만,2019,4,CCCD
대중음악,428426,3136,2731,405,6.9,15만원이상,2019,4,CCCD
뮤지컬,0,61482,29946,31536,20.0,0원,2019,4,GGGA
뮤지컬,748439,53864,42880,10984,28.7,3만원미만,2019,4,GGGA
뮤지컬,1460212,58297,42134,16163,28.2,3만원이상~5만원미만,2019,4,GGGA
뮤지컬,418591,11885,7227,4658,4.8,5만원이상~7만원미만,2019,4,GGGA
뮤지컬,1323579,24104,14887,9217,10.0,7만원이상~10만원미만,2019,4,GGGA
뮤지컬,834831,11561,6712,4849,4.5,10만원이상~15만원미만,2019,4,GGGA
뮤지컬,937154,11281,5637,5644,3.8,15만원이상,2019,4,GGGA
연극,0,38980,17020,21960,25.5,0원,2019,4,AAAA
연극,499527,44883,33343,11540,50.0,3만원미만,2019,4,AAAA
연극,420969,16978,11478,5500,17.2,3만원이상~5만원미만,2019,4,AAAA
연극,248254,6572,4311,2261,6.5,5만원이상~7만원미만,2019,4,AAAA
연극,37197,657,484,173,0.7,7만원이상~10만원미만,2019,4,AAAA
연극,300,3,3,0,0.0,10만원이상~15만원미만,2019,4,AAAA
연극,2350,7,7,0,0.0,15만원이상,2019,4,AAAA
대중음악,0,43573,39703,3870,43.0,0원,2019,5,CCCD
대중음악,129152,7186,5636,1550,6.1,3만원미만,2019,5,CCCD
대중음악,158718,5547,3845,1702,4.2,3만원이상~5만원미만,2019,5,CCCD
대중음악,852214,17961,15380,2581,16.6,5만원이상~7만원미만,2019,5,CCCD
대중음악,1139371,19255,12408,6847,13.4,7만원이상~10만원미만,2019,5,CCCD
대중음악,1292035,16919,11678,5241,12.6,10만원이상~15만원미만,2019,5,CCCD
대중음악,739633,5937,3776,2161,4.1,15만원이상,2019,5,CCCD
뮤지컬,0,71475,42356,29119,23.7,0원,2019,5,GGGA
뮤지컬,827956,64813,52936,11877,29.6,3만원미만,2019,5,GGGA
뮤지컬,1921379,72035,54620,17415,30.5,3만원이상~5만원미만,2019,5,GGGA
뮤지컬,484602,13571,8028,5543,4.5,5만원이상~7만원미만,2019,5,GGGA
뮤지컬,959739,16961,10804,6157,6.0,7만원이상~10만원미만,2019,5,GGGA
뮤지컬,875018,12238,7041,5197,3.9,10만원이상~15만원미만,2019,5,GGGA
뮤지컬,545209,7845,3298,4547,1.8,15만원이상,2019,5,GGGA
연극,0,54832,22372,32460,27.9,0원,2019,5,AAAA
연극,609841,51231,42255,8976,52.7,3만원미만,2019,5,AAAA
연극,282356,12076,7907,4169,9.9,3만원이상~5만원미만,2019,5,AAAA
연극,390379,9459,6668,2791,8.3,5만원이상~7만원미만,2019,5,AAAA
연극,73288,1317,972,345,1.2,7만원이상~10만원미만,2019,5,AAAA
연극,600,6,6,0,0.0,10만원이상~15만원미만,2019,5,AAAA
연극,7800,21,18,3,0.0,15만원이상,2019,5,AAAA
대중음악,0,15983,13183,2800,20.3,0원,2019,6,CCCD
대중음악,189391,12744,8781,3963,13.6,3만원미만,2019,6,CCCD
대중음악,289177,9863,7698,2165,11.9,3만원이상~5만원미만,2019,6,CCCD
대중음악,258661,6869,4220,2649,6.5,5만원이상~7만원미만,2019,6,CCCD
대중음악,1664434,27716,17795,9921,27.5,7만원이상~10만원미만,2019,6,CCCD
대중음악,1284938,15284,10438,4846,16.1,10만원이상~15만원미만,2019,6,CCCD
대중음악,438279,3318,2697,621,4.2,15만원이상,2019,6,CCCD
뮤지컬,0,80506,54637,25869,26.2,0원,2019,6,GGGA
뮤지컬,865426,68346,56286,12060,27.0,3만원미만,2019,6,GGGA
뮤지컬,2048567,81367,57950,23417,27.8,3만원이상~5만원미만,2019,6,GGGA
뮤지컬,785127,20036,12796,7240,6.1,5만원이상~7만원미만,2019,6,GGGA
뮤지컬,1295833,21660,14826,6834,7.1,7만원이상~10만원미만,2019,6,GGGA
뮤지컬,1358804,25578,10784,14794,5.2,10만원이상~15만원미만,2019,6,GGGA
뮤지컬,272147,3424,1320,2104,0.6,15만원이상,2019,6,GGGA
연극,0,58363,26308,32055,29.5,0원,2019,6,AAAA
연극,715441,56545,49446,7099,55.5,3만원미만,2019,6,AAAA
연극,338426,14025,9205,4820,10.3,3만원이상~5만원미만,2019,6,AAAA
연극,131198,3455,2266,1189,2.5,5만원이상~7만원미만,2019,6,AAAA
연극,137992,2351,1840,511,2.1,7만원이상~10만원미만,2019,6,AAAA
연극,105,3,1,2,0.0,10만원이상~15만원미만,2019,6,AAAA
연극,11265,24,24,0,0.0,15만원이상,2019,6,AAAA
대중음악,0,40421,30051,10370,21.0,0원,2019,7,CCCD
대중음악,337521,28843,22382,6461,15.7,3만원미만,2019,7,CCCD
대중음악,424939,16649,10930,5719,7.6,3만원이상~5만원미만,2019,7,CCCD
대중음악,1117642,27381,18401,8980,12.9,5만원이상~7만원미만,2019,7,CCCD
대중음악,1946094,42732,23018,19714,16.1,7만원이상~10만원미만,2019,7,CCCD
